ID,TestNo,PlayTime,LoadValue,PositionValue,DeformValue,ExtDevValue,PercentWatch,YBValue,YLValue,DeformSwitch,CtrlStep,ExtendDevice1,ExtendDevice2,ExtendDevice3,ExtendDevice4,ExtendDevice5,ExtendDevice6,Engineering Strain,Engineering Stress,Ture Strain,Ture Stress
13800,8991,93,5075.18,3.09963,8.9e-05,-1.310871,0,0,0,0,0,0,0,0,0,0,0,1.78e-06,234.446072477061,1.77999841586417e-06,234.44648979107
13801,8991,93.06667,5081.35,3.10185,0.000229,-1.316461,0,0,0,0,0,0,0,0,0,0,0,4.58e-06,234.731093356554,4.57998951175278e-06,234.732168424962
13802,8991,93.13333,5087.755,3.10401,0.000338,-1.317032,0,0,0,0,0,0,0,0,0,0,0,6.76e-06,235.026969974569,6.75997715129752e-06,235.028558756886
13803,8991,93.2,5093.425,3.10627,0.000484,-1.304938,0,0,0,0,0,0,0,0,0,0,0,9.68e-06,235.288893538057,9.67995314911425e-06,235.291171134546
13804,8991,93.26667,5099.195,3.10849,0.000626,-1.309892,0,0,0,0,0,0,0,0,0,0,0,1.252e-05,235.555436564746,1.25199216255255e-05,235.558385718812
13805,8991,93.33334,5105.465,3.11067,0.000728,-1.313579,0,0,0,0,0,0,0,0,0,0,0,1.456e-05,235.84507690744,1.45598940043367e-05,235.84851081176
13806,8991,93.4,5111.25,3.11297,0.000837,-1.309616,0,0,0,0,0,0,0,0,0,0,0,1.674e-05,236.112312853609,1.67398598877232e-05,236.116265373726
13807,8991,93.46667,5117.34,3.11517,0.000972,-1.302354,0,0,0,0,0,0,0,0,0,0,0,1.944e-05,236.393638162541,1.94398110456305e-05,236.398233654867
13808,8991,93.53333,5123.895,3.11735,0.001107,-1.297569,0,0,0,0,0,0,0,0,0,0,0,2.214e-05,236.696443975357,2.21397549138213e-05,236.701684434627
13809,8991,93.6,5129.74,3.11963,0.001204,-1.303838,0,0,0,0,0,0,0,0,0,0,0,2.408e-05,236.966451599447,2.4079710081436e-05,236.972157751601
13810,8991,93.66666,5135.845,3.12187,0.00139,-1.306681,0,0,0,0,0,0,0,0,0,0,0,2.78e-05,237.248469827859,2.77996135871838e-05,237.25506533532
13811,8991,93.73333,5142.29,3.12399,0.001509,-1.308806,0,0,0,0,0,0,0,0,0,0,0,3.018e-05,237.546194231154,3.01795445929535e-05,237.553363375296
13812,8991,93.8,5148.005,3.12621,0.001601,-1.294042,0,0,0,0,0,0,0,0,0,0,0,3.202e-05,237.810196553083,3.20194873706534e-05,237.817811235576
13813,8991,93.86667,5153.54,3.12849,0.001754,-1.29329,0,0,0,0,0,0,0,0,0,0,0,3.508e-05,238.06588384125,3.50793847111547e-05,238.074235192455
13814,8991,93.93333,5159.975,3.13071,0.001919,-1.293067,0,0,0,0,0,0,0,0,0,0,0,3.838e-05,238.363146298225,3.83792635065379e-05,238.37229467578
13815,8991,94,5166.45,3.13295,0.002034,-1.29839,0,0,0,0,0,0,0,0,0,0,0,4.068e-05,238.66225654048,4.06791725911434e-05,238.671965321076
13816,8991,94.06667,5172.59,3.13519,0.002133,-1.302439,0,0,0,0,0,0,0,0,0,0,0,4.266e-05,238.945891581012,4.2659090088161e-05,238.956085012747
13817,8991,94.13333,5178.86,3.13739,0.002283,-1.302737,0,0,0,0,0,0,0,0,0,0,0,4.566e-05,239.235531923706,4.56589576139885e-05,239.246455418094
13818,8991,94.2,5184.815,3.13963,0.002433,-1.296357,0,0,0,0,0,0,0,0,0,0,0,4.866e-05,239.510620957317,4.86588161406379e-05,239.522275544133
13819,8991,94.26667,5190.625,3.14185,0.002588,-1.290495,0,0,0,0,0,0,0,0,0,0,0,5.176e-05,239.779011769286,5.17586604974889e-05,239.791422730935
13820,8991,94.33334,5196.57,3.14401,0.002685,-1.294479,0,0,0,0,0,0,0,0,0,0,0,5.37e-05,240.053638856577,5.36985582066613e-05,240.066529736984
13821,8991,94.4,5202.46,3.14629,0.002823,-1.292827,0,0,0,0,0,0,0,0,0,0,0,5.646e-05,240.325725239107,5.64584061941155e-05,240.339294029554
13822,8991,94.46667,5208.495,3.14851,0.003001,-1.296209,0,0,0,0,0,0,0,0,0,0,0,6.002e-05,240.604509843279,6.00181988719183e-05,240.61895092596
13823,8991,94.53333,5214.93,3.15073,0.00311,-1.298098,0,0,0,0,0,0,0,0,0,0,0,6.22e-05,240.901772300254,6.21980656601114e-05,240.916756390491
