ID,TestNo,PlayTime,LoadValue,PositionValue,DeformValue,ExtDevValue,PercentWatch,YBValue,YLValue,DeformSwitch,CtrlStep,ExtendDevice1,ExtendDevice2,ExtendDevice3,ExtendDevice4,ExtendDevice5,ExtendDevice6,Engineering Strain,Engineering Stress,Ture Strain,Ture Stress
40213,8995,147.6,9438.455,4.91995,1e-05,-1.428348,0,0,0,0,0,0,0,0,0,0,0,2e-07,331.602690566421,1.99999979894732e-07,331.602756886959
40214,8995,147.6667,9447.455,4.92213,0.000155,-1.436533,0,0,0,0,0,0,0,0,0,0,0,3.1e-06,331.918888950065,3.09999519504356e-06,331.919917898621
40215,8995,147.7333,9455.57,4.92427,0.000287,-1.432603,0,0,0,0,0,0,0,0,0,0,0,5.74e-06,332.203994492651,5.73998352623936e-06,332.205901343579
40216,8995,147.8,9463.135,4.92661,0.000422,-1.427151,0,0,0,0,0,0,0,0,0,0,0,8.44e-06,332.469776800681,8.43996438339885e-06,332.472582845597
40217,8995,147.8667,9471.66,4.92877,0.000557,-1.435493,0,0,0,0,0,0,0,0,0,0,0,1.114e-05,332.769286936299,1.11399379506814e-05,332.772993986156
40218,8995,147.9333,9479.755,4.93089,0.000679,-1.444906,0,0,0,0,0,0,0,0,0,0,0,1.358e-05,333.05368981581,1.35799077927033e-05,333.058212684918
40219,8995,148,9487.015,4.93321,0.000786,-1.439065,0,0,0,0,0,0,0,0,0,0,0,1.572e-05,333.30875651195,1.57198764420362e-05,333.313996125602
40220,8995,148.0667,9495.49,4.93547,0.000908,-1.430449,0,0,0,0,0,0,0,0,0,0,0,1.816e-05,333.606509989881,1.81598351091856e-05,333.612568284103
40221,8995,148.1333,9504.145,4.93765,0.001038,-1.433693,0,0,0,0,0,0,0,0,0,0,0,2.076e-05,333.910587435486,2.07597845141354e-05,333.917519419281
40222,8995,148.2,9512.04,4.93989,0.001165,-1.425903,0,0,0,0,0,0,0,0,0,0,0,2.33e-05,334.187963684249,2.32997285592758e-05,334.195750263803
40223,8995,148.2667,9520.3,4.94215,0.001267,-1.42835,0,0,0,0,0,0,0,0,0,0,0,2.534e-05,334.478163534127,2.53396789477195e-05,334.486639210791
40224,8995,148.3333,9528.74,4.94435,0.001399,-1.432814,0,0,0,0,0,0,0,0,0,0,0,2.798e-05,334.774687351678,2.797960856714e-05,334.78405434743
