ID,TestNo,PlayTime,LoadValue,PositionValue,DeformValue,ExtDevValue,PercentWatch,YBValue,YLValue,DeformSwitch,CtrlStep,ExtendDevice1,ExtendDevice2,ExtendDevice3,ExtendDevice4,ExtendDevice5,ExtendDevice6,Engineering Strain,Engineering Stress,Ture Strain,Ture Stress
5997,8990,0.1333333,111.565,0.00127,3.5e-05,-1.412108,0,0,0,0,0,0,0,0,0,0,0,7e-07,5.72768865858528,6.99999754964732e-07,5.72769266796734
5998,8990,0.2,112.685,0.00357,6.6e-05,-1.412593,0,0,0,0,0,0,0,0,0,0,0,1.32e-06,5.78518887189246,1.31999912877211e-06,5.78519650834177
5999,8990,0.2666667,114.9,0.00589,0.000178,-1.407799,0,0,0,0,0,0,0,0,0,0,0,3.56e-06,5.89890581160264,3.55999366311757e-06,5.89892681170733
6000,8990,0.3333333,117.075,0.008189999,0.000331,-1.405729,0,0,0,0,0,0,0,0,0,0,0,6.62e-06,6.01056917226614,6.61997808785392e-06,6.01060896223406
6001,8990,0.4,119.17,0.01045,0.000509,-1.398754,0,0,0,0,0,0,0,0,0,0,0,1.018e-05,6.11812537483627,1.01799481842334e-05,6.11818765735258
6002,8990,0.4666667,121.075,0.01269,0.000682,-1.403001,0,0,0,0,0,0,0,0,0,0,0,1.364e-05,6.21592707693464,1.36399069759718e-05,6.21601186217997
6003,8990,0.5333334,123.18,0.01493,0.000832,-1.404323,0,0,0,0,0,0,0,0,0,0,0,1.664e-05,6.32399667426644,1.6639861556637e-05,6.3241019055711
6004,8990,0.6,125.38,0.01717,0.001005,-1.409446,0,0,0,0,0,0,0,0,0,0,0,2.01e-05,6.43694352183411,2.00997979976742e-05,6.4370729043989
6005,8990,0.6666667,127.635,0.01939,0.001186,-1.406297,0,0,0,0,0,0,0,0,0,0,0,2.372e-05,6.55271404059098,2.37197186851979e-05,6.55286947096802
6006,8990,0.7333333,129.59,0.02159,0.001361,-1.407563,0,0,0,0,0,0,0,0,0,0,0,2.722e-05,6.65308271649771,2.7219629542517e-05,6.65326381340925
