sample,cold_reduction_percent,bin_lower_deg,bin_upper_deg,bin_width_deg,bin_center_deg,pair_count,probability,probability_density_per_degree,cumulative_probability
pooled,NaN,48.8,48.9,0.100000000000001,48.85,431,0.000109856470354938,0.00109856470354937,0.954304551192987
pooled,NaN,48.9,49,0.100000000000001,48.95,401,0.000102209848288469,0.00102209848288468,0.954406761041276
pooled,NaN,49,49.1,0.0999999999999943,49.05,435,0.000110876019963801,0.00110876019963807,0.954517637061239
pooled,NaN,49.1,49.2,0.100000000000001,49.15,392,9.99158616685286e-05,0.000999158616685272,0.954617552922908
pooled,NaN,49.2,49.3,0.100000000000001,49.25,389,9.91511994618817e-05,0.000991511994618803,0.95471670412237
pooled,NaN,49.3,49.4,0.100000000000001,49.35,410,0.00010450383490841,0.00104503834908409,0.954821207957278
pooled,NaN,49.4,49.5,0.100000000000001,49.45,380,9.6857212841941e-05,0.000968572128419396,0.95491806517012
pooled,NaN,49.5,49.6,0.0999999999999943,49.55,388,9.88963120596661e-05,0.000988963120596717,0.95501696148218
pooled,NaN,49.6,49.7,0.100000000000001,49.65,388,9.88963120596661e-05,0.000988963120596647,0.95511585779424
pooled,NaN,49.7,49.8,0.100000000000001,49.75,359,9.15045773954127e-05,0.000915045773954114,0.955207362371635
pooled,NaN,49.8,49.9,0.100000000000001,49.85,394,0.00010042563647296,0.00100425636472958,0.955307788008108
pooled,NaN,49.9,50,0.100000000000001,49.95,407,0.000103739172701763,0.00103739172701762,0.95541152718081
pooled,NaN,50,50.1,0.0999999999999943,50.05,398,0.000101445186081822,0.00101445186081828,0.955512972366891
pooled,NaN,50.1,50.2,0.100000000000001,50.15,425,0.000108327145941645,0.00108327145941643,0.955621299512833
pooled,NaN,50.2,50.3,0.100000000000001,50.25,430,0.000109601582952723,0.00109601582952721,0.955730901095786
pooled,NaN,50.3,50.4,0.100000000000001,50.35,431,0.000109856470354938,0.00109856470354937,0.955840757566141
pooled,NaN,50.4,50.5,0.100000000000001,50.45,428,0.000109091808148291,0.0010909180814829,0.955949849374289
pooled,NaN,50.5,50.6,0.0999999999999943,50.55,392,9.99158616685286e-05,0.000999158616685343,0.956049765235958
pooled,NaN,50.6,50.7,0.100000000000001,50.65,469,0.000119542191639132,0.00119542191639131,0.956169307427597
pooled,NaN,50.7,50.8,0.100000000000001,50.75,421,0.000107307596332782,0.0010730759633278,0.95627661502393
pooled,NaN,50.8,50.9,0.100000000000001,50.85,447,0.000113934668790389,0.00113934668790387,0.95639054969272
pooled,NaN,50.9,51,0.100000000000001,50.95,389,9.91511994618817e-05,0.000991511994618803,0.956489700892182
pooled,NaN,51,51.1,0.0999999999999943,51.05,347,8.84459285688251e-05,0.000884459285688301,0.956578146820751
pooled,NaN,51.1,51.2,0.100000000000001,51.15,399,0.000101700073484038,0.00101700073484037,0.956679846894235
pooled,NaN,51.2,51.3,0.100000000000001,51.25,419,0.000106797821528351,0.00106797821528349,0.956786644715763
pooled,NaN,51.3,51.4,0.100000000000001,51.35,433,0.00011036624515937,0.00110366245159368,0.956897010960923
pooled,NaN,51.4,51.5,0.100000000000001,51.45,412,0.000105013609712841,0.0010501360971284,0.957002024570635
pooled,NaN,51.5,51.6,0.0999999999999943,51.55,412,0.000105013609712841,0.00105013609712847,0.957107038180348
pooled,NaN,51.6,51.7,0.100000000000001,51.65,375,9.55827758308628e-05,0.000955827758308615,0.957202620956179
pooled,NaN,51.7,51.8,0.100000000000001,51.75,386,9.83865372552348e-05,0.000983865372552334,0.957301007493434
pooled,NaN,51.8,51.9,0.100000000000001,51.85,370,9.43083388197847e-05,0.000943083388197833,0.957395315832254
pooled,NaN,51.9,52,0.100000000000001,51.95,404,0.000102974510495116,0.00102974510495115,0.957498290342749
pooled,NaN,52,52.1,0.0999999999999943,52.05,449,0.00011444444359482,0.00114444443594826,0.957612734786344
pooled,NaN,52.1,52.2,0.100000000000001,52.15,453,0.000115463993203682,0.00115463993203681,0.957728198779548
pooled,NaN,52.2,52.3,0.100000000000001,52.25,441,0.000112405344377095,0.00112405344377093,0.957840604123925
pooled,NaN,52.3,52.4,0.100000000000001,52.35,383,9.76218750485879e-05,0.000976218750485865,0.957938225998973
pooled,NaN,52.4,52.5,0.100000000000001,52.45,429,0.000109346695550507,0.00109346695550506,0.958047572694524
pooled,NaN,52.5,52.6,0.0999999999999943,52.55,433,0.00011036624515937,0.00110366245159376,0.958157938939683
pooled,NaN,52.6,52.7,0.100000000000001,52.65,430,0.000109601582952723,0.00109601582952721,0.958267540522636
pooled,NaN,52.7,52.8,0.100000000000001,52.75,380,9.6857212841941e-05,0.000968572128419396,0.958364397735478
pooled,NaN,52.8,52.9,0.100000000000001,52.85,405,0.000103229397897332,0.0010322939789733,0.958467627133375
pooled,NaN,52.9,53,0.100000000000001,52.95,448,0.000114189556192604,0.00114189556192603,0.958581816689568
pooled,NaN,53,53.1,0.0999999999999943,53.05,471,0.000120051966443564,0.00120051966443571,0.958701868656011
pooled,NaN,53.1,53.2,0.100000000000001,53.15,412,0.000105013609712841,0.0010501360971284,0.958806882265724
pooled,NaN,53.2,53.3,0.100000000000001,53.25,389,9.91511994618817e-05,0.000991511994618803,0.958906033465186
pooled,NaN,53.3,53.4,0.100000000000001,53.35,427,0.000108836920746076,0.00108836920746074,0.959014870385932
pooled,NaN,53.4,53.5,0.100000000000001,53.45,451,0.000114954218399251,0.00114954218399249,0.959129824604331
pooled,NaN,53.5,53.6,0.0999999999999943,53.55,418,0.000106542934126135,0.00106542934126141,0.959236367538458
pooled,NaN,53.6,53.7,0.100000000000001,53.65,403,0.000102719623092901,0.00102719623092899,0.95933908716155
pooled,NaN,53.7,53.8,0.100000000000001,53.75,431,0.000109856470354938,0.00109856470354937,0.959448943631905
pooled,NaN,53.8,53.9,0.100000000000001,53.85,425,0.000108327145941645,0.00108327145941643,0.959557270777847
pooled,NaN,53.9,54,0.100000000000001,53.95,445,0.000113424893985957,0.00113424893985956,0.959670695671833
pooled,NaN,54,54.1,0.0999999999999943,54.05,427,0.000108836920746076,0.00108836920746082,0.959779532592579
pooled,NaN,54.1,54.2,0.100000000000001,54.15,427,0.000108836920746076,0.00108836920746074,0.959888369513325
pooled,NaN,54.2,54.3,0.100000000000001,54.25,425,0.000108327145941645,0.00108327145941643,0.959996696659267
pooled,NaN,54.3,54.4,0.100000000000001,54.35,438,0.000111640682170448,0.00111640682170446,0.960108337341437
pooled,NaN,54.4,54.5,0.100000000000001,54.45,425,0.000108327145941645,0.00108327145941643,0.960216664487379
pooled,NaN,54.5,54.6,0.0999999999999943,54.55,382,9.73669876463723e-05,0.000973669876463778,0.960314031475025
pooled,NaN,54.6,54.7,0.100000000000001,54.65,409,0.000104248947506194,0.00104248947506193,0.960418280422531
pooled,NaN,54.7,54.8,0.100000000000001,54.75,434,0.000110621132561585,0.00110621132561584,0.960528901555093
pooled,NaN,54.8,54.9,0.100000000000001,54.85,393,0.000100170749070744,0.00100170749070743,0.960629072304164
pooled,NaN,54.9,55,0.100000000000001,54.95,407,0.000103739172701763,0.00103739172701762,0.960732811476865
pooled,NaN,55,55.1,0.0999999999999943,55.05,385,9.81316498530192e-05,0.000981316498530248,0.960830943126718
pooled,NaN,55.1,55.2,0.100000000000001,55.15,384,9.78767624508035e-05,0.000978767624508021,0.960928819889169
pooled,NaN,55.2,55.3,0.100000000000001,55.25,422,0.000107562483734998,0.00107562483734996,0.961036382372904
pooled,NaN,55.3,55.4,0.100000000000001,55.35,372,9.48181136242159e-05,0.000948181136242146,0.961131200486528
pooled,NaN,55.4,55.5,0.100000000000001,55.45,392,9.99158616685286e-05,0.000999158616685272,0.961231116348197
pooled,NaN,55.5,55.6,0.0999999999999943,55.55,467,0.000119032416834701,0.00119032416834708,0.961350148765032
pooled,NaN,55.6,55.7,0.100000000000001,55.65,375,9.55827758308628e-05,0.000955827758308615,0.961445731540863
pooled,NaN,55.7,55.8,0.100000000000001,55.75,415,0.000105778271919488,0.00105778271919487,0.961551509812782
pooled,NaN,55.8,55.9,0.100000000000001,55.85,381,9.71121002441566e-05,0.000971121002441553,0.961648621913026
pooled,NaN,55.9,56,0.100000000000001,55.95,389,9.91511994618817e-05,0.000991511994618803,0.961747773112488
pooled,NaN,56,56.1,0.100000000000001,56.05,407,0.000103739172701763,0.00103739172701762,0.96185151228519
pooled,NaN,56.1,56.2,0.0999999999999943,56.15,433,0.00011036624515937,0.00110366245159376,0.961961878530349
pooled,NaN,56.2,56.3,0.100000000000001,56.25,432,0.000110111357757154,0.00110111357757152,0.962071989888107
pooled,NaN,56.3,56.4,0.100000000000001,56.35,412,0.000105013609712841,0.0010501360971284,0.962177003497819
pooled,NaN,56.4,56.5,0.100000000000001,56.45,410,0.00010450383490841,0.00104503834908409,0.962281507332728
pooled,NaN,56.5,56.6,0.100000000000001,56.55,427,0.000108836920746076,0.00108836920746074,0.962390344253474
pooled,NaN,56.6,56.7,0.0999999999999943,56.65,408,0.000103994060103979,0.00103994060103985,0.962494338313578
pooled,NaN,56.7,56.8,0.100000000000001,56.75,471,0.000120051966443564,0.00120051966443562,0.962614390280021
pooled,NaN,56.8,56.9,0.100000000000001,56.85,399,0.000101700073484038,0.00101700073484037,0.962716090353506
pooled,NaN,56.9,57,0.100000000000001,56.95,451,0.000114954218399251,0.00114954218399249,0.962831044571905
pooled,NaN,57,57.1,0.100000000000001,57.05,407,0.000103739172701763,0.00103739172701762,0.962934783744607
pooled,NaN,57.1,57.2,0.0999999999999943,57.15,448,0.000114189556192604,0.00114189556192611,0.963048973300799
pooled,NaN,57.2,57.3,0.100000000000001,57.25,424,0.000108072258539429,0.00108072258539427,0.963157045559339
pooled,NaN,57.3,57.4,0.100000000000001,57.35,445,0.000113424893985957,0.00113424893985956,0.963270470453325
pooled,NaN,57.4,57.5,0.100000000000001,57.45,439,0.000111895569572663,0.00111895569572662,0.963382366022897
pooled,NaN,57.5,57.6,0.100000000000001,57.55,413,0.000105268497115057,0.00105268497115055,0.963487634520012
pooled,NaN,57.6,57.7,0.0999999999999943,57.65,431,0.000109856470354938,0.00109856470354945,0.963597490990367
pooled,NaN,57.7,57.8,0.100000000000001,57.75,428,0.000109091808148291,0.0010909180814829,0.963706582798516
pooled,NaN,57.8,57.9,0.100000000000001,57.85,444,0.000113170006583742,0.0011317000658374,0.963819752805099
pooled,NaN,57.9,58,0.100000000000001,57.95,428,0.000109091808148291,0.0010909180814829,0.963928844613248
pooled,NaN,58,58.1,0.100000000000001,58.05,460,0.000117248205019192,0.0011724820501919,0.964046092818267
pooled,NaN,58.1,58.2,0.0999999999999943,58.15,435,0.000110876019963801,0.00110876019963807,0.964156968838231
pooled,NaN,58.2,58.3,0.100000000000001,58.25,427,0.000108836920746076,0.00108836920746074,0.964265805758977
pooled,NaN,58.3,58.4,0.100000000000001,58.35,429,0.000109346695550507,0.00109346695550506,0.964375152454527
pooled,NaN,58.4,58.5,0.100000000000001,58.45,423,0.000107817371137213,0.00107817371137212,0.964482969825664
pooled,NaN,58.5,58.6,0.100000000000001,58.55,415,0.000105778271919488,0.00105778271919487,0.964588748097584
pooled,NaN,58.6,58.7,0.0999999999999943,58.65,425,0.000108327145941645,0.00108327145941651,0.964697075243526
pooled,NaN,58.7,58.8,0.100000000000001,58.75,449,0.00011444444359482,0.00114444443594818,0.96481151968712
pooled,NaN,58.8,58.9,0.100000000000001,58.85,419,0.000106797821528351,0.00106797821528349,0.964918317508649
pooled,NaN,58.9,59,0.100000000000001,58.95,376,9.58376632330785e-05,0.000958376632330771,0.965014155171882
pooled,NaN,59,59.1,0.100000000000001,59.05,404,0.000102974510495116,0.00102974510495115,0.965117129682377
pooled,NaN,59.1,59.2,0.0999999999999943,59.15,375,9.55827758308628e-05,0.000955827758308683,0.965212712458208
pooled,NaN,59.2,59.3,0.100000000000001,59.25,356,9.07399151887658e-05,0.000907399151887645,0.965303452373397
pooled,NaN,59.3,59.4,0.100000000000001,59.35,374,9.53278884286472e-05,0.000953278884286459,0.965398780261825
pooled,NaN,59.4,59.5,0.100000000000001,59.45,390,9.94060868640974e-05,0.000994060868640959,0.965498186348689
pooled,NaN,59.5,59.6,0.100000000000001,59.55,384,9.78767624508035e-05,0.000978767624508021,0.96559606311114
pooled,NaN,59.6,59.7,0.0999999999999943,59.65,404,0.000102974510495116,0.00102974510495122,0.965699037621635
pooled,NaN,59.7,59.8,0.100000000000001,59.75,447,0.000113934668790389,0.00113934668790387,0.965812972290426
pooled,NaN,59.8,59.9,0.100000000000001,59.85,438,0.000111640682170448,0.00111640682170446,0.965924612972596
pooled,NaN,59.9,60,0.100000000000001,59.95,435,0.000110876019963801,0.00110876019963799,0.96603548899256
pooled,NaN,60,60.1,0.100000000000001,60.05,462,0.000117757979823623,0.00117757979823621,0.966153246972384
pooled,NaN,60.1,60.2,0.0999999999999943,60.15,458,0.00011673843021476,0.00116738430214767,0.966269985402598
pooled,NaN,60.2,60.3,0.100000000000001,60.25,441,0.000112405344377095,0.00112405344377093,0.966382390746975
pooled,NaN,60.3,60.4,0.100000000000001,60.35,396,0.000100935411277391,0.0010093541127739,0.966483326158253
pooled,NaN,60.4,60.5,0.100000000000001,60.45,373,9.50730010264316e-05,0.000950730010264302,0.966578399159279
pooled,NaN,60.5,60.6,0.100000000000001,60.55,426,0.00010858203334386,0.00108582033343859,0.966686981192623
pooled,NaN,60.6,60.7,0.0999999999999943,60.65,411,0.000104758722310626,0.00104758722310632,0.966791739914934
pooled,NaN,60.7,60.8,0.100000000000001,60.75,395,0.000100680523875176,0.00100680523875174,0.966892420438809
pooled,NaN,60.8,60.9,0.100000000000001,60.85,399,0.000101700073484038,0.00101700073484037,0.966994120512293
pooled,NaN,60.9,61,0.100000000000001,60.95,409,0.000104248947506194,0.00104248947506193,0.967098369459799
pooled,NaN,61,61.1,0.100000000000001,61.05,395,0.000100680523875176,0.00100680523875174,0.967199049983674
pooled,NaN,61.1,61.2,0.0999999999999943,61.15,392,9.99158616685286e-05,0.000999158616685343,0.967298965845343
pooled,NaN,61.2,61.3,0.100000000000001,61.25,366,9.32887892109221e-05,0.000932887892109208,0.967392254634554
pooled,NaN,61.3,61.4,0.100000000000001,61.35,393,0.000100170749070744,0.00100170749070743,0.967492425383624
pooled,NaN,61.4,61.5,0.100000000000001,61.45,403,0.000102719623092901,0.00102719623092899,0.967595145006717
pooled,NaN,61.5,61.6,0.100000000000001,61.55,411,0.000104758722310626,0.00104758722310624,0.967699903729028
pooled,NaN,61.6,61.7,0.0999999999999943,61.65,435,0.000110876019963801,0.00110876019963807,0.967810779748992
pooled,NaN,61.7,61.8,0.100000000000001,61.75,425,0.000108327145941645,0.00108327145941643,0.967919106894934
pooled,NaN,61.8,61.9,0.100000000000001,61.85,447,0.000113934668790389,0.00113934668790387,0.968033041563724
pooled,NaN,61.9,62,0.100000000000001,61.95,428,0.000109091808148291,0.0010909180814829,0.968142133371872
pooled,NaN,62,62.1,0.0999999999999943,62.05,427,0.000108836920746076,0.00108836920746082,0.968250970292618
pooled,NaN,62.1,62.2,0.100000000000009,62.15,414,0.000105523384517273,0.00105523384517264,0.968356493677136
pooled,NaN,62.2,62.3,0.0999999999999943,62.25,406,0.000103484285299547,0.00103484285299553,0.968459977962435
pooled,NaN,62.3,62.4,0.100000000000001,62.35,422,0.000107562483734998,0.00107562483734996,0.96856754044617
pooled,NaN,62.4,62.5,0.100000000000001,62.45,417,0.000106288046723919,0.00106288046723918,0.968673828492894
pooled,NaN,62.5,62.6,0.0999999999999943,62.55,442,0.00011266023177931,0.00112660231779317,0.968786488724673
pooled,NaN,62.6,62.7,0.100000000000009,62.65,392,9.99158616685286e-05,0.000999158616685201,0.968886404586342
pooled,NaN,62.7,62.8,0.0999999999999943,62.75,435,0.000110876019963801,0.00110876019963807,0.968997280606306
pooled,NaN,62.8,62.9,0.100000000000001,62.85,420,0.000107052708930566,0.00107052708930565,0.969104333315236
pooled,NaN,62.9,63,0.100000000000001,62.95,409,0.000104248947506194,0.00104248947506193,0.969208582262743
pooled,NaN,63,63.1,0.0999999999999943,63.05,408,0.000103994060103979,0.00103994060103985,0.969312576322847
pooled,NaN,63.1,63.2,0.100000000000009,63.15,423,0.000107817371137213,0.00107817371137204,0.969420393693984
pooled,NaN,63.2,63.3,0.0999999999999943,63.25,428,0.000109091808148291,0.00109091808148298,0.969529485502132
pooled,NaN,63.3,63.4,0.100000000000001,63.35,437,0.000111385794768232,0.00111385794768231,0.9696408712969
pooled,NaN,63.4,63.5,0.100000000000001,63.45,420,0.000107052708930566,0.00107052708930565,0.969747924005831
pooled,NaN,63.5,63.6,0.0999999999999943,63.55,418,0.000106542934126135,0.00106542934126141,0.969854466939957
pooled,NaN,63.6,63.7,0.100000000000009,63.65,398,0.000101445186081822,0.00101445186081814,0.969955912126039
pooled,NaN,63.7,63.8,0.0999999999999943,63.75,393,0.000100170749070744,0.0010017074907075,0.970056082875109
pooled,NaN,63.8,63.9,0.100000000000001,63.85,428,0.000109091808148291,0.0010909180814829,0.970165174683258
pooled,NaN,63.9,64,0.100000000000001,63.95,454,0.000115718880605898,0.00115718880605896,0.970280893563864
pooled,NaN,64,64.1,0.0999999999999943,64.05,505,0.000128718138118895,0.00128718138118903,0.970409611701983
pooled,NaN,64.1,64.2,0.100000000000009,64.15,430,0.000109601582952723,0.00109601582952713,0.970519213284935
pooled,NaN,64.2,64.3,0.0999999999999943,64.25,421,0.000107307596332782,0.00107307596332788,0.970626520881268
pooled,NaN,64.3,64.4,0.100000000000009,64.35,429,0.000109346695550507,0.00109346695550498,0.970735867576819
pooled,NaN,64.4,64.5,0.0999999999999943,64.45,423,0.000107817371137213,0.00107817371137219,0.970843684947956
pooled,NaN,64.5,64.6,0.0999999999999943,64.55,455,0.000115973768008114,0.0011597376800812,0.970959658715964
pooled,NaN,64.6,64.7,0.100000000000009,64.65,439,0.000111895569572663,0.00111895569572654,0.971071554285537
pooled,NaN,64.7,64.8,0.0999999999999943,64.75,461,0.000117503092421407,0.00117503092421414,0.971189057377958
pooled,NaN,64.8,64.9,0.100000000000009,64.85,416,0.000106033159321704,0.00106033159321695,0.97129509053728
pooled,NaN,64.9,65,0.0999999999999943,64.95,397,0.000101190298679607,0.00101190298679613,0.971396280835959
pooled,NaN,65,65.1,0.0999999999999943,65.05,427,0.000108836920746076,0.00108836920746082,0.971505117756705
pooled,NaN,65.1,65.2,0.100000000000009,65.15,457,0.000116483542812545,0.00116483542812535,0.971621601299518
pooled,NaN,65.2,65.3,0.0999999999999943,65.25,440,0.000112150456974879,0.00112150456974885,0.971733751756493
pooled,NaN,65.3,65.4,0.100000000000009,65.35,429,0.000109346695550507,0.00109346695550498,0.971843098452043
pooled,NaN,65.4,65.5,0.0999999999999943,65.45,426,0.00010858203334386,0.00108582033343866,0.971951680485387
pooled,NaN,65.5,65.6,0.0999999999999943,65.55,418,0.000106542934126135,0.00106542934126141,0.972058223419513
pooled,NaN,65.6,65.7,0.100000000000009,65.65,405,0.000103229397897332,0.00103229397897323,0.972161452817411
pooled,NaN,65.7,65.8,0.0999999999999943,65.75,435,0.000110876019963801,0.00110876019963807,0.972272328837374
pooled,NaN,65.8,65.9,0.100000000000009,65.85,442,0.00011266023177931,0.00112660231779301,0.972384989069154
pooled,NaN,65.9,66,0.0999999999999943,65.95,373,9.50730010264316e-05,0.00095073001026437,0.97248006207018
pooled,NaN,66,66.1,0.0999999999999943,66.05,413,0.000105268497115057,0.00105268497115063,0.972585330567295
pooled,NaN,66.1,66.2,0.100000000000009,66.15,394,0.00010042563647296,0.00100425636472951,0.972685756203768
pooled,NaN,66.2,66.3,0.0999999999999943,66.25,412,0.000105013609712841,0.00105013609712847,0.972790769813481
pooled,NaN,66.3,66.4,0.100000000000009,66.35,374,9.53278884286472e-05,0.000953278884286391,0.97288609770191
pooled,NaN,66.4,66.5,0.0999999999999943,66.45,420,0.000107052708930566,0.00107052708930572,0.97299315041084
pooled,NaN,66.5,66.6,0.0999999999999943,66.55,394,0.00010042563647296,0.00100425636472966,0.973093576047313
pooled,NaN,66.6,66.7,0.100000000000009,66.65,369,9.4053451417569e-05,0.00094053451417561,0.973187629498731
pooled,NaN,66.7,66.8,0.0999999999999943,66.75,349,8.89557033732563e-05,0.000889557033732614,0.973276585202104
pooled,NaN,66.8,66.9,0.100000000000009,66.85,396,0.000100935411277391,0.00100935411277383,0.973377520613381
pooled,NaN,66.9,67,0.0999999999999943,66.95,370,9.43083388197847e-05,0.0009430833881979,0.973471828952201
pooled,NaN,67,67.1,0.0999999999999943,67.05,377,9.60925506352941e-05,0.000960925506352996,0.973567921502836
pooled,NaN,67.1,67.2,0.100000000000009,67.15,406,0.000103484285299547,0.00103484285299539,0.973671405788136
pooled,NaN,67.2,67.3,0.0999999999999943,67.25,413,0.000105268497115057,0.00105268497115063,0.973776674285251
pooled,NaN,67.3,67.4,0.100000000000009,67.35,435,0.000110876019963801,0.00110876019963791,0.973887550305215
pooled,NaN,67.4,67.5,0.0999999999999943,67.45,409,0.000104248947506194,0.001042489475062,0.973991799252721
pooled,NaN,67.5,67.6,0.0999999999999943,67.55,470,0.000119797079041348,0.00119797079041355,0.974111596331762
pooled,NaN,67.6,67.7,0.100000000000009,67.65,424,0.000108072258539429,0.0010807225853942,0.974219668590302
pooled,NaN,67.7,67.8,0.0999999999999943,67.75,429,0.000109346695550507,0.00109346695550513,0.974329015285852
pooled,NaN,67.8,67.9,0.100000000000009,67.85,429,0.000109346695550507,0.00109346695550498,0.974438361981403
pooled,NaN,67.9,68,0.0999999999999943,67.95,412,0.000105013609712841,0.00105013609712847,0.974543375591116
pooled,NaN,68,68.1,0.0999999999999943,68.05,442,0.00011266023177931,0.00112660231779317,0.974656035822895
pooled,NaN,68.1,68.2,0.100000000000009,68.15,419,0.000106797821528351,0.00106797821528342,0.974762833644423
pooled,NaN,68.2,68.3,0.0999999999999943,68.25,429,0.000109346695550507,0.00109346695550513,0.974872180339974
pooled,NaN,68.3,68.4,0.100000000000009,68.35,399,0.000101700073484038,0.00101700073484029,0.974973880413458
pooled,NaN,68.4,68.5,0.0999999999999943,68.45,409,0.000104248947506194,0.001042489475062,0.975078129360964
pooled,NaN,68.5,68.6,0.0999999999999943,68.55,452,0.000115209105801467,0.00115209105801473,0.975193338466765
pooled,NaN,68.6,68.7,0.100000000000009,68.65,446,0.000113679781388173,0.00113679781388163,0.975307018248154
pooled,NaN,68.7,68.8,0.0999999999999943,68.75,423,0.000107817371137213,0.00107817371137219,0.975414835619291
pooled,NaN,68.8,68.9,0.100000000000009,68.85,437,0.000111385794768232,0.00111385794768223,0.975526221414059
pooled,NaN,68.9,69,0.0999999999999943,68.95,436,0.000111130907366017,0.00111130907366023,0.975637352321425
pooled,NaN,69,69.1,0.0999999999999943,69.05,415,0.000105778271919488,0.00105778271919494,0.975743130593345
pooled,NaN,69.1,69.2,0.100000000000009,69.15,375,9.55827758308628e-05,0.000955827758308547,0.975838713369175
pooled,NaN,69.2,69.3,0.0999999999999943,69.25,432,0.000110111357757154,0.0011011135775716,0.975948824726933
pooled,NaN,69.3,69.4,0.100000000000009,69.35,394,0.00010042563647296,0.00100425636472951,0.976049250363406
pooled,NaN,69.4,69.5,0.0999999999999943,69.45,367,9.35436766131378e-05,0.000935436766131431,0.976142794040019
pooled,NaN,69.5,69.6,0.0999999999999943,69.55,401,0.000102209848288469,0.00102209848288475,0.976245003888307
pooled,NaN,69.6,69.7,0.100000000000009,69.65,388,9.88963120596661e-05,0.000988963120596576,0.976343900200367
pooled,NaN,69.7,69.8,0.0999999999999943,69.75,431,0.000109856470354938,0.00109856470354945,0.976453756670722
pooled,NaN,69.8,69.9,0.100000000000009,69.85,450,0.000114699330997035,0.00114699330997026,0.976568456001719
pooled,NaN,69.9,70,0.0999999999999943,69.95,416,0.000106033159321704,0.0010603315932171,0.97667448916104
pooled,NaN,70,70.1,0.0999999999999943,70.05,411,0.000104758722310626,0.00104758722310632,0.976779247883351
pooled,NaN,70.1,70.2,0.100000000000009,70.15,390,9.94060868640974e-05,0.000994060868640889,0.976878653970215
pooled,NaN,70.2,70.3,0.0999999999999943,70.25,373,9.50730010264316e-05,0.00095073001026437,0.976973726971242
pooled,NaN,70.3,70.4,0.100000000000009,70.35,366,9.32887892109221e-05,0.000932887892109142,0.977067015760453
pooled,NaN,70.4,70.5,0.0999999999999943,70.45,391,9.9660974266313e-05,0.000996609742663186,0.977166676734719
pooled,NaN,70.5,70.6,0.0999999999999943,70.55,400,0.000101954960886254,0.00101954960886259,0.977268631695605
pooled,NaN,70.6,70.7,0.100000000000009,70.65,421,0.000107307596332782,0.00107307596332773,0.977375939291938
pooled,NaN,70.7,70.8,0.0999999999999943,70.75,396,0.000100935411277391,0.00100935411277397,0.977476874703215
pooled,NaN,70.8,70.9,0.100000000000009,70.85,366,9.32887892109221e-05,0.000932887892109142,0.977570163492426
pooled,NaN,70.9,71,0.0999999999999943,70.95,418,0.000106542934126135,0.00106542934126141,0.977676706426552
pooled,NaN,71,71.1,0.0999999999999943,71.05,355,9.04850277865502e-05,0.000904850277865553,0.977767191454339
pooled,NaN,71.1,71.2,0.100000000000009,71.15,409,0.000104248947506194,0.00104248947506186,0.977871440401845
pooled,NaN,71.2,71.3,0.0999999999999943,71.25,404,0.000102974510495116,0.00102974510495122,0.97797441491234
pooled,NaN,71.3,71.4,0.100000000000009,71.35,373,9.50730010264316e-05,0.000950730010264235,0.978069487913367
pooled,NaN,71.4,71.5,0.0999999999999943,71.45,419,0.000106797821528351,0.00106797821528357,0.978176285734895
pooled,NaN,71.5,71.6,0.0999999999999943,71.55,436,0.000111130907366017,0.00111130907366023,0.978287416642261
pooled,NaN,71.6,71.7,0.100000000000009,71.65,397,0.000101190298679607,0.00101190298679598,0.978388606940941
pooled,NaN,71.7,71.8,0.0999999999999943,71.75,393,0.000100170749070744,0.0010017074907075,0.978488777690011
pooled,NaN,71.8,71.9,0.100000000000009,71.85,406,0.000103484285299547,0.00103484285299539,0.978592261975311
pooled,NaN,71.9,72,0.0999999999999943,71.95,394,0.00010042563647296,0.00100425636472966,0.978692687611784
pooled,NaN,72,72.1,0.0999999999999943,72.05,395,0.000100680523875176,0.00100680523875181,0.978793368135659
pooled,NaN,72.1,72.2,0.100000000000009,72.15,411,0.000104758722310626,0.00104758722310617,0.97889812685797
pooled,NaN,72.2,72.3,0.0999999999999943,72.25,434,0.000110621132561585,0.00110621132561592,0.979008747990531
pooled,NaN,72.3,72.4,0.100000000000009,72.35,404,0.000102974510495116,0.00102974510495107,0.979111722501026
pooled,NaN,72.4,72.5,0.0999999999999943,72.45,403,0.000102719623092901,0.00102719623092906,0.979214442124119
pooled,NaN,72.5,72.6,0.0999999999999943,72.55,383,9.76218750485879e-05,0.000976218750485935,0.979312063999168
pooled,NaN,72.6,72.7,0.100000000000009,72.65,435,0.000110876019963801,0.00110876019963791,0.979422940019132
pooled,NaN,72.7,72.8,0.0999999999999943,72.75,443,0.000112915119181526,0.00112915119181532,0.979535855138313
pooled,NaN,72.8,72.9,0.100000000000009,72.85,416,0.000106033159321704,0.00106033159321695,0.979641888297635
pooled,NaN,72.9,73,0.0999999999999943,72.95,439,0.000111895569572663,0.0011189556957267,0.979753783867207
pooled,NaN,73,73.1,0.0999999999999943,73.05,450,0.000114699330997035,0.00114699330997042,0.979868483198205
pooled,NaN,73.1,73.2,0.100000000000009,73.15,455,0.000115973768008114,0.00115973768008104,0.979984456966213
pooled,NaN,73.2,73.3,0.0999999999999943,73.25,427,0.000108836920746076,0.00108836920746082,0.980093293886959
pooled,NaN,73.3,73.4,0.100000000000009,73.35,440,0.000112150456974879,0.0011215045697487,0.980205444343934
pooled,NaN,73.4,73.5,0.0999999999999943,73.45,475,0.000121071516052426,0.00121071516052433,0.980326515859986
