sample,diameter_mm,cold_reduction_percent,input_path,valid_ti_hex_orientation_count,crystal_symmetry,rotational_fundamental_zone,specimen_symmetry,kernel_halfwidth_deg,odf_maximum_resolution_deg,odf_maximum_mrd,phi1_max_deg,Phi_max_deg,phi2_max_deg,global_color_limit_max_mrd
7d,7,0,C:\Users\Admin\Desktop\GithubRepo\work_hardening_paper-odf-sections\data\ebsd_kpl_250221_7_df\scans\d7\ebsd_sample_7_map_15.ctf,358203,6/mmm,622,1,5,1,10.5074638287963,2.08383905425723,65.8512921698493,10.5669942298799,10.7577898869387
6.48d,6.48,14.31,C:\Users\Admin\Desktop\GithubRepo\work_hardening_paper-odf-sections\data\ebsd_kpl_250221_7_df\scans\d6_48\ebsd_sample_648_map_13.ctf,350441,6/mmm,622,1,5,1,8.84812213247314,0.909091057702489,33.9651104504154,1.11817388327877,10.7577898869387
6.02d,6.02,26.04,C:\Users\Admin\Desktop\GithubRepo\work_hardening_paper-odf-sections\data\ebsd_kpl_250221_7_df\scans\d6_02\ebsd_sample_602_map_11.ctf,355266,6/mmm,622,1,5,1,7.47923895143331,351.560451804787,42.0254568259962,358.127529043467,10.7577898869387
5.6d,5.6,36,C:\Users\Admin\Desktop\GithubRepo\work_hardening_paper-odf-sections\data\ebsd_kpl_250221_7_df\scans\d5_6\ebsd_sample_56_map_9.ctf,335389,6/mmm,622,1,5,1,7.90801481356302,347.435237887687,17.6373772451877,12.9127350674497,10.7577898869387
5.25d,5.25,43.75,C:\Users\Admin\Desktop\GithubRepo\work_hardening_paper-odf-sections\data\ebsd_kpl_250221_7_df\scans\d5_25\ebsd_sample_525_map_7.ctf,317224,6/mmm,622,1,5,1,10.7577898869387,359.672913140967,40.9113338608897,3.89993458976023,10.7577898869387
5d,5,48.98,C:\Users\Admin\Desktop\GithubRepo\work_hardening_paper-odf-sections\data\ebsd_kpl_250221_7_df\scans\d5\ebsd_sample_5_map_3.ctf,328099,6/mmm,622,1,5,1,8.96401519200132,11.9937085246885,80.0476483302123,1.08984880267062,10.7577898869387
