sample,folder,input_file,cold_reduction_percent,total_pixel_count,alpha_ti_pixel_count,alpha_ti_pixel_fraction,mean_angle_deg,std_angle_deg,q25_angle_deg,median_angle_deg,q75_angle_deg,mean_cos2,alignment_factor,fraction_within_15deg,fraction_within_30deg,fraction_within_45deg,random_mean_angle_deg,random_median_angle_deg,random_alignment_factor,random_fraction_within_15deg,random_fraction_within_30deg,random_fraction_within_45deg
7d,d7,ebsd_sample_7_map_15.ctf,0,360000,358203,0.995008333333333,79.1742458582338,8.47440793700125,74.3858956609212,80.8757647462688,85.7905509650754,0.0539810122285847,-0.419028481657123,8.37513923668981e-06,0.000449465805702353,0.00292571530668364,57.2957795130823,60,0,0.0340741737109317,0.133974596215561,0.292893218813452
6.48d,d6_48,ebsd_sample_648_map_13.ctf,14.31,360000,350441,0.973447222222222,79.5916699093689,7.6525649919106,74.9185563135734,80.82456840471,85.5672736195313,0.0478972375160477,-0.428154143725928,0.00013411672720943,0.00108434800722518,0.00292773961950799,57.2957795130823,60,0,0.0340741737109317,0.133974596215561,0.292893218813452
6.02d,d6_02,ebsd_sample_602_map_11.ctf,26.04,360000,355266,0.98685,79.7860494899638,7.57017502264547,75.4671751876848,81.0855628899029,85.6879563815849,0.0464679637374583,-0.430298054393813,7.31845997083875e-05,0.00119347193370601,0.00186057770797093,57.2957795130823,60,0,0.0340741737109317,0.133974596215561,0.292893218813452
5.6d,d5_6,ebsd_sample_56_map_9.ctf,36,360000,335389,0.931636111111111,78.9434567771234,7.72736869812138,74.325817938909,79.930228803362,84.8359949776252,0.0520075447568899,-0.421988682864665,0.000393572836318424,0.00133278074116921,0.00322610461285254,57.2957795130823,60,0,0.0340741737109317,0.133974596215561,0.292893218813452
5.25d,d5_25,ebsd_sample_525_map_7.ctf,43.75,360000,317224,0.881177777777778,79.2154276112654,7.75446433409854,74.6875388834978,80.2409723630909,85.1328252029462,0.0500800158912609,-0.424879976163109,0.000598945855294681,0.00199858774872015,0.0038647769399541,57.2957795130823,60,0,0.0340741737109317,0.133974596215561,0.292893218813452
5d,d5,ebsd_sample_5_map_3.ctf,48.98,360000,328099,0.911386111111111,78.6333312778893,7.63664718158351,73.8788735566451,79.4021350453938,84.4581153990368,0.0535853087388572,-0.419622036891714,0.000496801270348279,0.00167632330485616,0.00344103456578655,57.2957795130823,60,0,0.0340741737109317,0.133974596215561,0.292893218813452
